Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Affected_by_Climate_Change
2016,Canada,Ontario,Fruits,15.727064281143502,836.1713913942289,9.64,2.6366190789409862,9,72.87,26.79,34.46,67.7931040794639,Water Management,690.9059851336889,0
2016,Nigeria,North Central,Vegetables,16.547766932739087,695.8319571852635,8.86,3.105825851554529,4,60.67,47.78,83.79,45.33722959605191,Water Management,734.1337432015895,0
1993,Canada,Quebec,Soybeans,19.353911424196294,814.3875396574675,0.93,4.337447503571543,0,93.79,39.44,72.6,67.17313886015029,No Adaptation,1045.3728135790257,0
2002,Argentina,Northeast,Vegetables,21.506453526807782,736.9404847621179,7.97,4.314293087273452,0,53.17,48.39,11.56,58.913190012975605,Water Management,1070.35325211225,0
2019,India,Maharashtra,Coffee,19.53825493777944,839.9146419705742,13.67,2.337806672063326,10,84.86,11.19,33.23,58.05772770090698,Organic Farming,594.3895834248596,0
2013,USA,Midwest,Wheat,22.280204458347328,896.5094589751997,10.6,2.746256688573091,8,46.35,16.83,58.99,63.54169537519338,Drought-resistant Crops,706.044299626569,0
1995,USA,West,Sugarcane,20.404503448917133,812.5682561209094,28.51,2.7541772591349654,10,45.62,1.52,44.94,67.7665796411332,Drought-resistant Crops,639.5427785422297,0
2019,China,South,Vegetables,28.60693044535898,1098.9793489121378,22.89,1.1949910049765669,10,66.34,11.79,0.73,38.189356836964876,Drought-resistant Crops,284.08794827310567,1
1994,Argentina,Patagonia,Vegetables,20.51464912005796,612.2621775871719,3.13,3.486546812965433,2,85.08,47.28,30.36,53.51340969774859,Drought-resistant Crops,561.4661933202715,0
1996,Nigeria,North Central,Fruits,15.306419201330115,1015.7223495703846,8.03,1.8651977886559834,8,24.79,20.0,10.33,40.09928028379595,Drought-resistant Crops,468.03221180201666,0
2021,Russia,Northwestern,Coffee,21.279216585466664,846.4429253152997,23.7,2.3212548775864708,10,27.8,43.75,40.37,55.3484336685721,Crop Rotation,684.7711673554721,0
2017,Australia,Victoria,Corn,14.804895502853782,798.9443699094945,2.66,3.432853574334126,5,77.65,38.51,77.22,63.17098489794342,Crop Rotation,693.7498437300458,0
1991,India,Punjab,Soybeans,18.977496326982646,902.0251055720398,17.09,2.2017563748201097,10,88.52,37.46,68.79,54.34232222950752,Water Management,531.7037599538958,0
2001,Russia,Volga,Cotton,17.481486094750508,921.316346028398,16.36,2.5524345271254307,10,62.85,40.71,48.26,74.43664569622845,Crop Rotation,784.3757414169158,0
2019,Russia,Siberian,Vegetables,17.26112235548984,886.2586603932162,12.57,2.5630968716498277,10,18.63,19.82,36.12,73.20857186727572,No Adaptation,582.5361914571047,0
2024,Russia,Siberian,Soybeans,11.921571833486086,661.3515304326304,1.24,3.524013501978865,3,30.97,22.06,29.25,56.45096720501352,Organic Farming,851.9430610721859,0
1992,Russia,Siberian,Rice,18.774194160724136,844.2203194368667,22.1,2.3268333105919172,10,79.72,16.08,30.79,51.348832632455,No Adaptation,377.0924325363258,0
2024,Nigeria,North West,Rice,26.36113956488203,941.0180496453695,11.18,1.830969722547243,10,62.78,13.39,87.69,43.964635464308586,Organic Farming,506.7908669596533,0
2024,Russia,Volga,Coffee,15.496239923760179,780.1444821998149,4.65,2.717192833876312,6,66.46,15.19,10.68,39.29857667062524,Drought-resistant Crops,702.7217427276104,0
1993,USA,West,Coffee,21.848255692767033,875.5412261354995,4.26,2.0288423190288567,10,27.97,17.81,68.99,52.88899888866513,Crop Rotation,562.8348984995738,0
2016,Nigeria,North West,Cotton,26.387465441031615,1035.0261712815134,10.36,1.674189336794851,10,25.52,37.78,83.93,52.7762824893688,Drought-resistant Crops,241.8689260157338,0
2014,France,Provence-Alpes-Cote d’Azur,Coffee,17.164924778431914,1002.4128061068467,4.4,1.6169871324123524,10,35.73,14.71,66.72,49.77260333118637,Crop Rotation,307.897896511293,0
1998,Brazil,Northeast,Cotton,18.537348275251844,699.2261206464519,4.27,3.9678101420067784,0,30.08,37.57,3.87,51.17344008182964,Drought-resistant Crops,1056.9738214672118,0
1993,Australia,Western Australia,Fruits,12.382254559737644,895.9034028506676,2.68,2.0362869801603107,10,13.46,13.59,7.35,53.2440357708671,No Adaptation,361.5365268243844,0
2011,Russia,Siberian,Rice,25.651430061883943,831.5898074886736,17.11,2.7560062737390103,10,75.24,5.91,10.18,75.75209858964575,Water Management,615.4159459605589,0
1994,Australia,New South Wales,Rice,21.456833515824304,763.2471150495118,28.01,2.6565809038116157,10,92.65,45.52,58.66,65.41929176212511,Crop Rotation,832.7249699493057,0
2008,Australia,Queensland,Soybeans,21.31892063167658,886.8510952279745,19.75,2.4915374151941467,10,60.02,0.03,93.99,64.0526143808724,Water Management,599.0570772834683,0
2005,Canada,Quebec,Barley,29.220541121515403,757.3904768740006,24.21,2.309268107056609,10,37.11,25.08,23.58,53.89433352869651,Crop Rotation,444.0470509221925,0
2016,Australia,New South Wales,Barley,22.860995219831963,909.0376159954774,25.7,2.3699124648614944,10,67.17,38.83,36.62,59.78301941207972,Drought-resistant Crops,681.9116664399905,0
2012,USA,South,Coffee,18.915612731443744,1064.64163409684,5.17,1.5803568289908627,10,48.92,4.37,21.99,56.90281540055978,Organic Farming,560.1731896433812,0
2015,Argentina,Northwest,Fruits,20.96416789947907,859.555324443087,12.6,2.436452813366118,10,56.68,1.87,5.66,61.036109224054776,Drought-resistant Crops,597.1829578302778,0
2013,Argentina,Northeast,Wheat,27.246735951283682,869.2304160623268,16.47,2.658749414990626,10,94.63,45.01,10.51,73.1942192411388,Organic Farming,694.7004119547586,0
2019,India,Maharashtra,Rice,15.449989567199262,864.6482307942402,0.81,4.361350264376091,0,98.41,14.62,17.16,64.26748877944367,Organic Farming,978.2872784916975,0
1993,Nigeria,North Central,Cotton,19.810184673749507,870.9766064998805,13.49,2.1223332116968017,10,20.58,20.72,99.8,48.21674177665405,Drought-resistant Crops,511.97704741829705,0
2022,Australia,New South Wales,Rice,21.399127424605076,886.7985448146001,18.01,2.0705126143207417,10,98.49,44.6,40.76,45.25298195696502,Water Management,603.9859736047838,0
2010,Russia,Northwestern,Barley,13.31087848400663,861.9145959456919,27.02,2.830340971829009,10,67.91,10.95,18.5,76.23854186247833,Drought-resistant Crops,650.741492356,0
1991,Canada,Prairies,Fruits,24.083968641253243,830.73797977909,26.07,2.3516189843062243,10,49.99,23.36,68.04,50.78304128077922,Water Management,488.4241038675831,0
2009,Russia,Volga,Barley,25.78457416829051,790.9368665403474,18.04,2.2517470426793382,10,69.73,5.03,61.72,51.193299069817805,Organic Farming,445.4687995691371,0
2003,Nigeria,South West,Wheat,26.305104781177555,885.7913012109095,20.35,2.728700866856495,10,60.0,2.36,43.25,77.7324512149643,Organic Farming,673.9980105599142,0
2017,Nigeria,South East,Corn,20.68500972899244,1003.9811806195444,15.68,2.1024255952946267,10,62.12,13.18,55.04,65.87596472200954,Drought-resistant Crops,770.1752038170121,0
2011,Brazil,Southeast,Soybeans,18.088069289732488,858.4923998490818,19.4,2.794809996657902,10,57.94,29.2,68.11,72.7308911323177,Crop Rotation,576.1223248804472,0
2021,Brazil,North,Sugarcane,19.819445632708664,841.287196602659,7.22,2.7472530306196576,10,88.11,27.33,37.69,82.20552888767891,Crop Rotation,370.5510432119919,0
2010,Argentina,Patagonia,Barley,13.66108975865466,899.6280926584991,6.33,3.2682940926161943,5,13.57,23.91,32.73,63.69547824103283,Crop Rotation,842.198723091801,0
2020,France,Provence-Alpes-Cote d’Azur,Coffee,19.174229550559893,824.946094475575,4.5,2.9514627023232114,6,70.45,15.65,95.75,52.08410924028453,Organic Farming,703.6246776215567,0
2015,Canada,Ontario,Coffee,17.126175782915624,1040.8889560050782,18.99,1.4057053979929919,10,71.35,6.97,52.26,37.49767634243082,No Adaptation,334.40080337221485,0
2007,Russia,Siberian,Rice,24.112676795788342,962.607562747403,22.98,2.267229002182492,10,45.7,39.41,83.13,62.21276506700461,Crop Rotation,512.5041873996112,0
2001,Russia,Central,Coffee,22.769948428910823,987.0737115299079,27.85,1.897156937262156,10,97.02,13.38,59.7,48.87845148095623,Water Management,491.4134955911681,1
2008,Australia,Victoria,Barley,22.641634021824114,901.0426349581987,15.97,2.2996124144804124,10,56.41,11.69,96.71,61.68180153732037,Crop Rotation,513.8983548287333,0
2016,France,Nouvelle-Aquitaine,Coffee,12.903346925277106,812.1298951627288,5.55,2.4011788110239096,10,36.83,41.74,28.2,67.05916026009825,Organic Farming,427.7914484478477,0
2020,Australia,Victoria,Cotton,22.8579077520799,1106.915728391061,26.14,1.3680691964012308,10,95.12,28.99,9.88,50.71033429003667,Water Management,490.458068104329,1
1990,Australia,Victoria,Barley,23.13820937199263,847.005714919195,3.74,2.9212502767677484,9,94.21,45.11,42.02,80.47993770472671,No Adaptation,549.8941950933996,0
2007,Russia,Central,Barley,22.948374831767087,876.0307005502274,21.11,2.4084740366405324,10,29.78,45.99,2.32,61.89655860935078,Organic Farming,632.4768928922202,0
1991,France,Grand Est,Barley,22.31202678834825,660.6302754344604,5.33,3.1505461411359,5,86.74,17.23,66.25,61.72661616156194,Organic Farming,919.7742454630619,0
1997,Canada,Quebec,Rice,11.112443656997176,681.4218836708634,0.69,3.788154557564676,0,58.57,22.17,97.2,40.46377649085581,Drought-resistant Crops,916.7279354116693,0
2007,Australia,New South Wales,Coffee,23.357412130039073,576.2884982109539,10.21,2.156307536287544,7,19.7,7.06,30.99,43.733353593611916,Water Management,466.3746188847544,0
1990,Canada,British Columbia,Coffee,22.768640654426015,721.9350776219449,13.03,2.095133916922218,9,42.17,26.0,56.71,37.01676110826732,Water Management,621.5046219906532,0
2002,India,Tamil Nadu,Corn,22.646000190786502,809.6684219589226,29.64,2.3511483040562258,10,64.04,17.24,6.41,51.04472972459952,Organic Farming,692.396051845305,0
2020,Russia,Central,Wheat,19.531354460141966,1103.8499610189774,20.69,1.1045202937224947,10,77.21,32.33,65.93,37.55128480698339,No Adaptation,367.9060416630831,0
2012,Russia,Volga,Soybeans,19.987286481175055,815.7712810518574,4.5,2.8998354246193303,9,28.2,2.1,53.22,81.73756188213926,Crop Rotation,832.6900424303944,0
2015,France,Provence-Alpes-Cote d’Azur,Corn,25.318255219678598,947.8655488073371,17.01,3.32901999516595,6,88.8,19.87,93.56,73.48718159672765,Crop Rotation,968.6438851375103,0
2018,Australia,New South Wales,Barley,26.412156902514017,995.1991727901299,27.56,2.176319197377012,10,30.04,13.32,34.79,55.25671247818919,No Adaptation,665.0738435264298,0
2000,USA,Midwest,Fruits,23.776426551024763,903.2435612079792,13.98,2.432799296552649,10,41.4,48.48,22.46,70.79589800013181,Organic Farming,557.0712258591914,0
2012,France,Ile-de-France,Sugarcane,17.545645286337486,914.8429165582845,5.64,2.0682085349087904,10,47.05,35.96,29.66,53.900195796929744,No Adaptation,391.21134416085624,0
2023,France,Ile-de-France,Sugarcane,11.53035179001795,929.1787934151439,11.8,2.2176924265148332,10,60.04,33.51,27.27,62.98776705144542,Crop Rotation,864.8286480849019,0
1990,India,West Bengal,Wheat,23.834613763537057,940.3253563826499,22.54,2.1494850879547247,10,35.0,1.37,2.62,50.989922169495145,Organic Farming,505.87046169280245,0
2005,Canada,Ontario,Vegetables,14.049264759301018,957.499606035492,9.17,2.358344100039213,9,66.62,1.76,76.78,61.84863138724682,Organic Farming,451.9307621169769,0
2009,Canada,Quebec,Coffee,23.32446887038764,996.6878897519972,27.82,1.8106287653519388,10,54.19,16.1,81.98,45.32713544073987,No Adaptation,608.8454597268512,1
1991,India,Tamil Nadu,Vegetables,27.166366996533018,824.900443425595,22.19,2.6739416500062103,10,45.74,44.06,19.55,70.75871501218708,No Adaptation,774.0407153673202,0
1990,Nigeria,South East,Corn,16.559951781909135,816.3758466845516,2.68,3.6735787566941287,4,32.1,10.41,59.23,63.984406523411096,No Adaptation,1053.2391982422187,0
1995,China,Central,Sugarcane,23.74302040643603,927.8310540654253,3.01,2.2426367495441997,8,40.84,11.06,90.4,49.963392896928745,Organic Farming,307.41488579338045,0
2019,USA,Midwest,Vegetables,29.64663907960626,1059.9812910086573,27.68,1.8074562245216412,10,47.19,29.81,39.41,59.326088220489524,Organic Farming,602.9509171251948,1
1994,USA,West,Coffee,29.920277303802933,786.6368607140232,26.7,2.5154056104729157,10,30.18,18.7,12.51,58.7361729121149,Crop Rotation,575.0973465994973,0
2005,USA,Northeast,Sugarcane,23.59005957187255,873.91625934068,21.25,2.4271874601560057,10,45.74,42.27,80.94,61.28232352514394,Drought-resistant Crops,579.4673907446074,0
2021,France,Provence-Alpes-Cote d’Azur,Barley,13.539648656367529,818.2280016354032,5.87,4.354292840065838,1,99.34,34.42,11.0,73.98781631351909,Crop Rotation,827.9779959451153,0
2004,Australia,Western Australia,Sugarcane,25.152296914067275,987.9652252901938,25.26,2.1283663139377893,10,49.52,20.3,44.55,62.168174339905484,Drought-resistant Crops,368.0551642026155,0
1993,Australia,Western Australia,Coffee,15.209452067327302,834.0821421857993,13.5,2.4915297083275623,10,93.5,47.04,80.7,66.41626189154661,Drought-resistant Crops,360.18174696843965,0
2010,Australia,Queensland,Wheat,22.806713742095702,643.9059539624927,13.84,3.8199299762479133,2,19.44,37.15,56.35,60.47946510093665,Crop Rotation,1033.380627081105,0
1998,India,West Bengal,Soybeans,30.2604089887444,1022.5679746862813,27.33,2.0742251776624765,10,65.32,49.85,64.42,65.71919702503428,Water Management,337.5418268596566,0
1993,Australia,New South Wales,Coffee,21.45529703746589,776.5129028376024,27.94,2.564523606554318,10,15.45,31.45,71.4,58.7535321435528,Organic Farming,309.10416481183836,0
2010,Canada,Quebec,Rice,20.785269418127015,877.887241933774,13.64,2.433602846197738,10,60.5,16.14,39.6,63.9906787077921,Drought-resistant Crops,851.6988307280603,0
2016,Russia,Siberian,Corn,23.99011365062793,905.1983221609296,14.77,1.8371333257318538,10,31.58,32.01,82.38,39.97480955432156,No Adaptation,445.16520614671265,0
2018,Brazil,South,Soybeans,28.769692099236824,839.7384449405838,28.44,2.4567865935337316,10,79.37,14.76,48.85,60.417369314087715,Water Management,607.2984775914251,0
2023,France,Provence-Alpes-Cote d’Azur,Vegetables,24.426168870654585,975.4811583174403,10.7,1.809524477772209,10,19.75,38.85,73.18,48.814704327479845,Water Management,674.3268851079815,0
2016,Argentina,Patagonia,Barley,23.09006170699398,849.5517979084239,13.81,2.037435277980987,10,35.62,9.61,82.39,42.999868917194064,Drought-resistant Crops,539.2694008424769,0
2015,Australia,Western Australia,Coffee,10.035350732178205,826.1609261177417,5.68,3.2786122961113184,6,73.89,24.5,42.48,66.50562377456875,Water Management,565.4353011256211,0
2019,India,West Bengal,Fruits,26.956714703760106,1018.0857844640605,18.26,2.0793713132984815,10,24.86,21.48,32.8,62.38736672913691,Organic Farming,726.2513334235184,0
2012,Nigeria,North Central,Coffee,20.552163837492394,784.2531179587213,23.15,2.3952497081058315,10,99.67,22.66,16.79,55.632560894527955,Water Management,868.3809623624103,0
1998,India,Tamil Nadu,Cotton,24.8710612259721,825.7324686214978,3.33,4.340366346003904,0,13.16,3.07,35.22,63.80057143673454,No Adaptation,722.8502674287599,0
2004,Australia,Western Australia,Coffee,16.249189292559944,724.6153087385444,0.62,3.1283638718838342,4,23.43,30.22,86.11,46.39449596047473,Drought-resistant Crops,615.5995847131476,0
1996,India,West Bengal,Barley,16.73607177513353,777.823097391301,4.84,4.3274981468403935,0,35.81,3.52,46.27,65.81330478049266,Crop Rotation,1008.1780309042429,0
1995,Australia,Victoria,Wheat,19.736451505662497,783.2142788048054,6.02,2.698242976436509,6,29.63,28.2,37.65,45.952348870680915,Organic Farming,556.5391767938315,0
2016,Canada,Prairies,Rice,26.355594233799927,916.74230125803,28.34,2.327469114206395,10,56.92,34.54,53.02,65.45367157506983,No Adaptation,518.8764870249852,0
1995,China,North,Sugarcane,23.97040199531748,938.4419997121319,24.28,1.9718773745305438,10,30.85,27.38,2.66,48.579713700622435,Crop Rotation,557.7444865805919,1
2015,Brazil,North,Wheat,22.360420243704404,964.585184465523,24.2,1.7320905994046338,10,90.62,4.4,88.95,36.07850294980021,Crop Rotation,693.408399277748,1
2020,India,Tamil Nadu,Wheat,13.191454296327537,620.8702732377353,8.08,2.5226164162611555,6,41.04,47.94,18.86,47.25880245525895,No Adaptation,658.9317607638578,0
2006,USA,Northeast,Cotton,20.445221741482115,962.893171859254,24.54,1.9296892482828858,10,47.39,22.27,87.24,43.10876205755773,No Adaptation,697.5005781460891,1
2014,India,Punjab,Barley,29.019328747464982,862.5362480829308,10.18,3.215298040945627,4,55.49,7.82,85.91,45.39319311977475,Crop Rotation,697.5508681573542,0
2017,Russia,Northwestern,Rice,18.939940778913115,885.7155667252739,7.0,2.4977360552119015,9,88.96,42.2,71.15,59.958971465026295,Drought-resistant Crops,773.1031127508556,0
1990,China,Central,Vegetables,17.10555986384276,996.9877681805104,19.93,1.5091003662656823,10,92.44,0.44,32.33,30.0,Drought-resistant Crops,219.8046289634824,0
2010,Russia,Volga,Soybeans,16.32060954331503,967.9550348090679,18.37,2.1828668013364987,10,94.24,49.08,16.12,59.037011521108084,Organic Farming,387.0101402573168,0
2019,Russia,Northwestern,Coffee,21.915105867717024,896.9371720766477,25.14,2.2898690246456797,10,15.77,27.17,0.23,51.401355854239924,Organic Farming,771.9786929315337,0
1995,India,Punjab,Barley,16.0978029139631,926.4156155649629,17.76,2.1746136100709856,10,21.53,0.39,23.31,54.952094974977044,Organic Farming,471.8479933430283,0
2019,USA,West,Vegetables,19.66347687355598,730.4668186273078,6.36,2.9334680220562346,6,14.84,33.66,19.91,50.474751698438126,No Adaptation,940.1325526847455,0
2013,China,South,Vegetables,22.43812487770892,926.9169256131013,22.32,2.2479477977558293,10,33.68,15.53,26.03,57.60813038855071,Organic Farming,601.4262353882367,0
2015,USA,Midwest,Coffee,31.131877223614765,825.8676114946675,23.96,2.542812176222259,10,66.91,6.61,50.37,65.60719471791009,Organic Farming,478.42700033326895,0
1990,India,West Bengal,Cotton,21.355937032932864,1083.028095163732,17.4,1.6687897750037555,10,51.18,22.82,62.05,60.37081857171493,Crop Rotation,475.32704195086797,0
1996,USA,West,Barley,26.271987822083528,1199.9304729428045,19.44,0.26277738288933383,10,55.73,23.29,36.04,30.0,Crop Rotation,278.9271333729511,0
2020,Brazil,North,Coffee,23.666141382284835,941.354048889777,24.93,2.358422934983372,10,20.69,33.14,66.98,61.26146102480982,Drought-resistant Crops,593.2999367649608,0
2004,Canada,British Columbia,Corn,20.078477203622814,991.4548436886304,13.98,1.8401846380653448,10,35.11,20.56,86.97,55.09989563745412,No Adaptation,487.03518652840125,0
2013,USA,Northeast,Wheat,14.536743278153065,800.2646511310428,2.05,2.3157636892956255,10,81.99,41.5,49.85,62.3962911854563,Crop Rotation,717.0827784754617,0
1998,Russia,Siberian,Barley,16.6287323203315,855.6077132914116,15.22,2.185862682137236,10,77.48,0.72,78.68,54.7926788782417,Organic Farming,321.7878688854101,0
1996,France,Ile-de-France,Wheat,22.758835451720987,789.3159222358034,24.56,2.128172997672291,10,26.24,49.34,82.98,37.271253086789905,Crop Rotation,436.5414913788723,0
2022,China,South,Fruits,22.592893722948993,937.1408331756724,22.39,2.1286727751728245,10,93.29,25.57,38.23,52.145452575976776,Water Management,475.64213399770097,0
2012,France,Provence-Alpes-Cote d’Azur,Coffee,18.450665281701653,912.8672867631751,21.49,2.394477772700917,10,87.28,5.4,76.24,62.42759448016108,No Adaptation,560.9171418373072,0
1992,Argentina,Patagonia,Wheat,31.066304709597347,962.3403135730347,23.97,2.1698226804408582,10,85.62,21.03,26.82,60.57242104877185,Drought-resistant Crops,665.0633399608043,0
2011,Australia,Victoria,Barley,17.69427269060413,945.7418780467162,21.1,2.1771737258365955,10,13.68,12.76,36.39,57.84277917597901,Crop Rotation,429.1054546869716,0
1996,Nigeria,North West,Sugarcane,19.314582543188024,555.162060140578,11.43,2.7593732724128803,5,52.92,6.44,82.34,58.7322749980778,Crop Rotation,677.508820767854,0
2000,USA,South,Rice,17.379319924590227,748.8591395402109,3.1,3.6044605223224986,2,29.09,2.12,20.69,48.193608482842734,Water Management,774.8014471930505,0
2014,France,Provence-Alpes-Cote d’Azur,Corn,18.35210247531473,714.983282108708,14.89,2.365934504945873,10,99.51,45.2,11.66,61.46520781171328,Crop Rotation,481.8736611413027,0
2018,Brazil,North,Wheat,22.3028058063167,858.4124062229433,18.02,2.490254141053941,10,72.3,44.09,98.45,61.871369452392656,Drought-resistant Crops,721.9549458820122,0
2011,Nigeria,South East,Sugarcane,22.393396307745665,988.2589851898172,19.55,2.0526610600928246,10,68.88,28.8,72.47,57.24195958375042,Drought-resistant Crops,641.5863435432162,0
2014,Canada,Quebec,Wheat,23.796537501537625,1016.9301105029767,26.03,1.6524090188087357,10,87.44,28.36,92.89,48.9675201862369,Water Management,222.7718320883967,1
2007,Argentina,Northwest,Fruits,23.38703617692586,876.1069345386318,23.79,2.145398162147103,10,89.05,48.49,63.39,48.58902731822056,Organic Farming,415.796015591744,0
1997,China,North,Cotton,23.24846109579036,970.1391636227411,24.43,2.215999001297978,10,66.98,5.85,33.44,60.82090785159233,No Adaptation,314.6482690246875,0
2020,Russia,Northwestern,Rice,23.400954652485716,897.2642412061454,22.8,2.2451851952989084,10,86.7,17.68,32.13,53.68091054596539,Organic Farming,594.355167779871,0
2006,India,West Bengal,Cotton,18.89993654331376,817.6848845475129,9.11,2.093739798417409,10,79.07,5.5,9.5,47.83316257196235,Water Management,761.6488439039567,0
2010,Brazil,South,Corn,26.098309789177875,957.0213586984501,19.58,1.7454852679961372,10,39.8,13.31,7.31,43.05352539876658,Crop Rotation,353.07068797002466,0
1994,Nigeria,North Central,Soybeans,20.07522806361163,751.4977715297655,13.81,2.238062727393397,10,16.56,2.09,74.08,51.01103972869728,No Adaptation,476.8423132499355,0
1994,Argentina,Patagonia,Soybeans,25.15166839080815,957.1852931055931,17.32,2.3716289095687757,10,93.08,6.98,80.81,71.63549650780305,Drought-resistant Crops,679.0966958509667,0
2017,Argentina,Northwest,Rice,25.39419354995372,1046.4848754720279,21.34,1.686683265975645,10,71.37,31.1,37.01,56.90290962719694,Organic Farming,724.5448250384266,0
2015,Australia,New South Wales,Barley,19.255917022851666,985.1722222536777,26.1,1.7187767353228216,10,49.87,9.25,10.48,35.29792254827165,Crop Rotation,627.7523503207792,1
2006,Brazil,South,Soybeans,16.6291535956661,751.3475279218785,4.94,4.014562920047776,0,40.01,41.19,10.68,53.267964190145044,Crop Rotation,853.4941787908294,0
1996,Argentina,Northeast,Sugarcane,17.651601227702297,959.9171010171465,14.92,2.0740914987561574,10,58.53,38.9,89.83,58.060333411115906,Water Management,508.46420062709615,0
2017,Russia,Central,Wheat,14.387285133850456,624.9995955991313,8.76,2.2988546006995705,9,29.48,7.09,87.23,63.11642057155269,Drought-resistant Crops,759.3462815370756,0
1998,India,Maharashtra,Wheat,18.108090922361487,892.7143863137837,23.06,2.2940291986720216,10,27.45,21.39,22.11,54.685140727534716,Organic Farming,540.2293407220818,0
2005,Argentina,Pampas,Wheat,29.182284917187875,841.7500727692247,28.67,2.4276917516809227,10,79.56,28.98,7.94,52.64882050599205,No Adaptation,460.9018477142305,0
1990,India,Punjab,Sugarcane,16.468475977056194,851.0046105541782,14.66,2.618202052814767,9,82.7,9.81,83.32,63.096579586423786,No Adaptation,590.7192402885914,0
2005,India,Punjab,Cotton,25.877466447239406,906.724488509241,28.32,2.4800989776700817,10,30.6,31.88,5.67,63.03730654145148,Organic Farming,596.2691650957864,0
2012,India,Maharashtra,Barley,17.326866610964114,822.87158296004,13.17,2.4519291717294736,10,69.28,17.96,85.95,61.716067556948914,No Adaptation,568.7513176138139,0
2003,France,Ile-de-France,Rice,20.420744844497623,763.4479410718399,9.01,2.5591755329779646,10,60.74,26.46,85.95,73.34326808411707,Drought-resistant Crops,570.7818220905172,0
2006,India,Maharashtra,Coffee,27.88619439998491,928.6867203549136,29.39,2.7690832354593335,10,57.92,24.28,85.89,78.2424933725594,Crop Rotation,697.5774284006452,0
2010,Argentina,Northeast,Soybeans,20.858688479458937,1057.4875059886408,17.13,1.6366728659975882,10,96.03,27.06,73.59,56.089580178741855,Water Management,356.4778824651489,0
1998,Brazil,South,Wheat,15.512333069289141,830.7102916473666,13.77,2.571168379520537,10,73.43,21.97,6.07,69.14391743706871,Crop Rotation,479.3557229616505,0
2003,USA,Northeast,Wheat,20.756793514382508,998.0218413507325,28.58,2.1560052111205215,10,12.85,42.55,41.48,57.052613713854456,Organic Farming,519.2883697698226,0
2009,China,East,Soybeans,19.52309880858443,595.1119437275408,4.54,4.228955109668662,0,10.51,21.13,95.7,75.35178127928076,No Adaptation,1121.5667800625024,0
2008,Nigeria,South West,Rice,30.476879080894545,1070.93100525123,28.68,2.08571062320602,10,83.33,38.43,68.14,74.56429540710818,Organic Farming,601.9569092616075,0
2004,Canada,Ontario,Fruits,19.181265919747524,936.9662107880292,13.61,2.3805138373159362,10,54.24,34.08,44.53,68.3789429610082,No Adaptation,447.5369432690381,0
1995,China,East,Soybeans,26.912911672523713,872.5295162725743,20.34,2.437587640175577,10,78.07,46.34,92.0,62.152555943279964,Crop Rotation,684.1287794458714,0
1994,USA,West,Wheat,26.333846314239768,1053.8926557120876,16.6,1.637579383474396,10,66.31,8.11,48.75,52.858897457678346,No Adaptation,606.3165360305203,0
1995,Nigeria,South West,Soybeans,14.980718283515229,970.3535265410173,12.37,1.90730230975813,10,13.31,7.2,67.13,53.57868705564469,Crop Rotation,596.860235886109,0
2023,France,Nouvelle-Aquitaine,Soybeans,27.425183209045287,881.3855933259914,25.38,2.415056376102864,10,78.9,8.9,49.88,58.561895917965394,Water Management,316.18533266356593,0
2010,Argentina,Northwest,Corn,10.989638676703809,599.111792503104,7.58,3.3343493459949745,3,87.54,15.96,33.84,60.92758878893078,Water Management,840.0925182832533,0
2013,USA,West,Vegetables,22.53457919951428,804.9951386720857,19.98,2.6559892005636883,10,11.82,20.66,71.09,70.23261695566232,Water Management,489.70783849686285,0
2012,Australia,New South Wales,Fruits,11.078705654910376,860.2937587318352,16.07,2.3125197010107423,10,41.82,4.55,36.48,57.31450061492021,Water Management,510.0973022279926,0
2007,Australia,Western Australia,Cotton,20.483286669730543,1126.4386934866855,29.88,0.9793288208176505,10,64.97,43.18,23.09,30.0,No Adaptation,89.53135459339356,1
2002,France,Ile-de-France,Cotton,22.855014440797834,694.5950925555669,22.34,2.389038246378412,10,69.67,22.71,71.57,64.30474983030048,Organic Farming,761.0090403995641,0
2015,Russia,Central,Vegetables,20.821522845605603,784.0154090626147,4.46,2.8077108150766485,7,15.84,17.16,73.44,58.194867699662865,Crop Rotation,777.4658539916136,0
2017,Russia,Northwestern,Cotton,31.835779013540364,1010.2275499243983,22.61,2.136793953404476,10,94.23,30.79,54.46,62.607716447215445,Water Management,553.4368176287273,0
2014,Australia,Queensland,Cotton,20.25071059858983,868.777917956364,25.95,2.8355484699696314,10,71.35,26.86,84.77,82.0203129779581,Water Management,697.8162649913884,0
2011,Canada,Prairies,Cotton,18.49389907263339,880.8028225205394,16.17,2.3605453591658234,10,88.32,25.96,40.46,64.30144800294042,Crop Rotation,710.1298652693856,0
2018,France,Grand Est,Coffee,30.886997215675095,732.3976228667719,11.76,2.9209925116533952,6,39.31,10.25,30.65,50.64966523508501,Organic Farming,510.55268042525074,0
2000,India,Punjab,Sugarcane,26.818046556081306,951.8028042067044,29.87,2.42947795733107,10,23.99,13.19,59.96,63.267065593716076,Water Management,441.2816105176589,0
